-92,911;5,6663
-91,664;6,1082
-91,033;6,7581
-90,716;7,148
-89,055;7,6159
-86,778;7,8239
-84,711;7,8239
-82,336;7,6939
-79,854;7,7459
-77,372;7,8499
-74,89;7,9019
-72,305;7,9799
-69,721;7,9799
-67,239;8,0839
-64,76;7,9799
-62,38;8,1878
-59,896;8,3438
-57,415;8,4218
-55,034;8,6038
-52,552;8,7077
-50,069;8,8637
-47,586;9,0197
-45,104;9,0717
-42,622;9,2017
-40,139;9,3316
-37,758;9,5656
-35,377;9,7736
-32,997;9,9555
-30,616;10,2155
-28,133;10,3715
-25,752;10,5534
-23,27;10,6834
-20,787;10,8134
-18,406;11,0474
-16,025;11,2813
-13,646;11,4113
-11,264;11,6972
-9,087;12,0612
-6,708;12,1652
-4,431;12,3991
-2,05;12,6071
0,227;12,7891
2,607;12,945
4,991;13,387
7,269;13,6209
9,339;13,8289
11,721;14,0888
14,101;14,2448
16,685;14,2708
18,861;14,6088
21,14;14,9207
23,412;14,8167
24,868;15,3366
26,323;15,8565
